event01_33_02.bytes,Character Names,Japanese Text,Translation,Notes TL,Notes QC
44,,"昨夜、沙都子と話していた時も……
彼女は東京に行きたいという素振りは
微塵も見せていなかった。",When I was talking to Satoko last night... she didn't show the slightest hint of wanting to go to Tokyo.,,
45,,"いつものように、他愛のない話を
していただけ。
地名や街の名前すら、聞いた覚えがない……。","We were just having our silly conversations like we usually did.
I don't even remember a single name of a place or town getting brought up...",,
49,Rika (高校生私服),…………。,............,,
50,,"もう一度記憶をたどって、
昨夜の沙都子との会話内容に思考を巡らせる。","I wade back into my memories, attempting to fish out the contents of the conversation Satoko and I had last night.",,
51,,"最近のあの子の様子を思い起こしても、
短慮から衝動的に逃げたとは考えられない。
何か、兆候のようなものがあったはずだ。","Recalling how she's appeared recently, I can't imagine why that girl would be so short-tempered that she'd run away on impulse. There must have been a sign at some point.",,
52,Rika (高校生私服),（思い出せ……思い出せ……！）,(Remember... remember...!),,
53,,"昨夜だけでなく、昨日全体の出来事について
思いを馳せてみる。",I tried sifting through the entirety of yesterday rather than just last night.,,
57,,"昨日は……確か、沙都子のところに詩音から
ファッション誌が届いた、との知らせがあった。",Yesterday... we received a notice that a fashion magazine from Shion was delivered for Satoko.,,
58,,"『ルチーアだとこんな本は手に入らないと
思うので、勉強の合間の息抜きに読んでくださいね』
……添付の手紙は、そんな内容だったと思う。","I believe there was a letter attached reading... ""You can't get your hands on reads like this at Lucia, so check this out in between your studies, okay?"".",,
59,Satoko (高校生),"『先生方に見つかったら、きっとどやされて
没収されてしまいますのに。……詩音さんも
厄介なものを送ってくださいましたわねぇ』","""If the teachers were to find out about this, I would surely get chastised and have this confiscated. ...Shion-san has sent me yet another thing I'll have to burden myself with.""",,
60,,"そんなふうに呆れていた沙都子だったが、
巷の流行がどんな感じなのか、
知りたいと思うのは私もあの子もほぼ同じ。","As exasperated as Satoko was then, her and I are essentially in the same boat with being curious about current fashion trends.",,
63,,"だから、図書室の隅に隠れながら２人で
こっそりと読んで……最新のアクセサリーや
洋服を見ながら、色々と盛り上がっていた。","So, we hid in the recesses of the library and read it in secret... getting all sorts of excited while checking out the latest accessories and Western styles.",,
64,,"あとは、雑誌に載っていた映画の話をして……
勉強の話もほんの少しだけ。","Afterwards, we went off on a tangent about movies listed in the magazine... and then went into our studies for a bit too.",,
70,Rika (高校生私服),……ダメ。他には何も思い出せないわ……。,...It's no use. I can't remember anything else...,,
72,,"それに、……まだ疑問が残る。
沙都子は本当に東京に向かったのだろうか、と。","And... I still had lingering suspicions.
For one, did Satoko actually head for Tokyo?",,
73,,"沙都子が東京に行ったということも、
あの生徒会長がそうだと話していただけ。
証拠のようなものは何もない。","The president only claimed that Satoko had gone to Tokyo.
There was no definite idea of where she had gone.",,
76,Rika (高校生私服),"どこか、別の場所に向かった可能性……
雛見沢に帰ろうとしている、とか？",Could it also be possible that she went someplace else... or even returned to Hinamizawa?,,
78,,"選択肢としてはありえなくもないが、
そうなると捜索範囲がさらに拡大することになる。","Those options can't be refuted either, but if I consider those, then the search range increases drastically.",,
79,,"……それを思うと、今日中に沙都子を見つけて
連れ戻すのはほぼ絶望的に思えてならなかった。","...With that in mind, finding Satoko and bringing her back in time today had likely already been near hopeless.",,
82,Rika (高校生私服),沙都子……。,Satoko...,,
85,,"すがるような思いで、
バッグの中に収めた写真を再び取り出す。","While feeling sentimental, I take the picture I have stored in my bag out again.",,
86,,"写真の中で、並んで笑う私と沙都子。
これを撮影した頃、私たちは将来について
それぞれ明るい展望を抱いていた。","Satoko and I are smiling alongside each other in the picture. At the time this was photographed, we entertained a bright outlook on our future together.",,
87,,"なのに……どうして今は、
こんなにも暗澹とした思いを抱えながら
電車に乗っているんだろう……？",And yet... why is it that I have to get assaulted by such dark thoughts while on this train...?,,
92,Mion (大学生私服),――あれ？,--Huh?,,
93,,"と、その時。
ふいに通路側から声が聞こえてくる。
そして、はっとなって顔を向けると……？","And just then...
I hear an unexpected voice come from the aisle. And when I turn my face over to look in surprise...?",,
95,Mion (大学生私服),もしかして、梨花……ちゃん……？,No way. Rika...chan...?,,
96,Rika (高校生私服),……っ……？！,......ah...?!,,
97,,"懐かしい声。
懐かしい笑顔。","A nostalgic voice. 
A nostalgic smile.",,
98,,"でも、まさか……！
こんなところで出会うはずが……！",But it couldn't be...! Her and I meeting at such a place is...!,,
99,,"信じられず硬直する私に、
座席のヘッドレストに手をかけた彼女が
あの快活な笑顔のまま話しかけてきた。","As I sat there frozen in disbelief, she placed her hand on the headrest next to me and struck up conversation.",,
107,Mion (大学生私服),"あっはっはっ！
やっぱり梨花ちゃんじゃない！
久しぶり、元気だった？",Ahaha! You really are Rika-chan! It's been a while; you doing good?,,
114,Rika (高校生私服),み……魅音、なのですか……？,"Mi-... Mion, is that... you?",,
122,Mion (大学生私服),"いやー、こんなところで会うなんて
奇遇だねぇ！　私もビックリだよ！","Man, what a coincidence for us to meet here! I'm surprised too!",,
124,Rika (高校生私服),…………。,............,,
126,Mion (大学生私服),"ここ、自由席だよね。
向かいに座ってもいい？",This seat is open. Can I sit here?,,
128,Rika (高校生私服),あ……。,Ah...,,
130,Mion (大学生私服),よっこらしょっと。,"Ahhh, there we go.",,
133,,"私が返事をするよりも先に、魅音は向かいの席へ
身体を投げ出すようにして腰を下ろす。","Before I could even manage a response, Mion flings herself onto the open seat and slouches over.",,
134,,"大学生になって落ち着いたと思っていた
魅音のその行動に、懐かしさから笑みがこぼれる。
そして、安堵が胸いっぱいに広がっていくのを感じた。","Since I expected Mion to mellow out more in college, I couldn't help but smile at her nostalgic behavior. Reassurance began to set in throughout my body.",,
138,Mion (大学生私服),"それにしても、ホント驚いたよ！
たまたま同じ日に同じ新幹線に乗って、
こうしてバッタリ会うなんてさー！","No, but seriously, what a surprise! To think we'd run into each other on the exact same train at the exact same time like this!",,
140,Rika (高校生私服),えっと……魅音は、どうしてここに……？,"Um... why are you here, Mion...?",,
142,Mion (大学生私服),"さっきまで私、隣の車両にいたんだよ。
でも、近くに座ったオジサンが
すっぱすっぱ煙草を吸う人でさ～。","I was just in the cabin up ahead until now. There were a bunch of smokers puffin' and heavin' right near this ol' man, y'know~?",,
145,Mion (大学生私服),"もう、けむくてけむくて！
それでこっちに逃げてきたってわけ。","Gaaah, too smoky, too smoky! So that's why I escaped over here.",,
147,Mion (大学生私服),"電車の中くらい、全部禁煙にしてくれれば
いいのにねー。密室で逃げ場がないんだから
勘弁してほしいよ、まったく。","I wish they'd at least prohibit smoking when inside a train, y'know? There's no place to run in a closed room, so give me a break, will ya? Sheesh.",,
149,Rika (高校生私服),"……そうじゃなくて、私が聞いているのは
どうしてこの新幹線に乗っているのかって……。","...No, not that. I meant why are you riding this bullet train...?",,
151,Mion (大学生私服),"ああ、そっち？
んー、まぁちょっとした旅行だよ。
東京に、買い物でもしに行こうかと思ってね。","Ah, that? Hmm, well, just on a little trip. Thought I'd go to Tokyo to run some errands.",,
153,Rika (高校生私服),旅行……って、大学は？,A trip... but what about college?,,
155,Mion (大学生私服),"試験休み中～。
大学は高校と違って、休みが長いんだよ。","I'm on break 'cuz exams are over~.
Unlike high school, you get long breaks at college.",,
157,Mion (大学生私服),"で、年末年始になると帰省やらなんやらで
新幹線も混んじゃうでしょ？","But when winter vacation hits, the trains get stuffy since people are all trying to get home, y'know?",,
159,Mion (大学生私服),"だから今のうちに、ちょっと遠出してみるのも
悪くないかな～、って思ったってわけさ。","So, I thought, ""Hell, going out on a little excursion might not be so bad for now~"".",,
161,Rika (高校生私服),そうなんだ……。,I see...,,
163,Mion (大学生私服),で、そっちは？,What about you?,,
165,Rika (高校生私服),……えっ？,...Eh?,,
167,Mion (大学生私服),"高校も試験休みかもだけど、ルチーアじゃ
なかなか学園の敷地外に出たりできないでしょ？
なにー？　もしかして、学校サボりとか？","High schools are out right now too, but Lucia makes it so you can't leave campus grounds, right? ...Waaaitt. Are you skipping school?",,
169,Mion (大学生私服),"くっくっくっ、梨花ちゃんもやるねぇ～！
念願のお嬢様学校生活を送っているってのに、
不良みたいなことしちゃってさ～？","*cackle*cackle*, Rika-chan ain't half bad either~! You get sent off to live your dream school life as a rich girl and you still turn to delinquency~?",,
171,Rika (高校生私服),ち……違うわ。そんなんじゃ……。,N-... No. It's not that.,,
174,,"返す言葉は、自分でもそうとわかるほど
弱々しくなってしまって……
思わず口を引き結んで、うつむいてしまう。","My replies to her were getting weaker by the second... 
I unconsciously bit my lip and looked down.",,
175,,"それを見て何かを察したのか、
はしゃいでいた魅音も笑いを止めて
私をまじまじと見つめてきた。","Noticing something was up, Mion stopped her cheerful laughter and put a more serious look on her face.",editz,
179,Mion (大学生私服),"あー……ごめんごめん、冗談だから。
そんな泣きそうな顔しないでよ。","Ah... Sorry, sorry, it's a joke. Don't look so sad.",,
181,Mion (大学生私服),"でも、本当にそうなの？
勉強が嫌になって、逃げだしてきた……とか？",But is it that? You got tired of studying and ran away... or something?,,
183,Mion (大学生私服),"……はは、なーんてね！
沙都子じゃあるまいし、梨花ちゃんに
限って……。","...Haha, just kidding! You're not Satoko after all, so for you that'd... be......",,
185,Rika (高校生私服),…………。,............,,
187,Mion (大学生私服),……。で？,......Well?,,
189,Rika (高校生私服),えっ……？,Huh...?,,
191,Mion (大学生私服),"こんな時間に、新幹線に乗っている理由。
何か事情があるんでしょ？",The reason why you're taking the bullet train. Is something going on?,,
193,Mion (大学生私服),"よかったら、話してよ。
何か手伝えることがあるかもしれないしさ。",Don't feel afraid to tell me. I might be able to help you out.,,
195,Rika (高校生私服),…………。,............,,
198,,"本当のことを相談するべきだろうか……
私の中で、逡巡がぐるぐると渦を巻いていく。","Should I tell her the truth...? My thoughts and emotions swirl together in a vortex, causing me to hesitate.",,
199,,"沙都子がルチーアから逃げたと知ったら、
魅音はどう思うだろうか。
いや、それよりも……。","If Mion found out Satoko fled from Lucia, how would she react? 
No, not even just that...",editz,
202,Rika (高校生私服),"（魅音がこのことを知ったら、
遅かれ早かれ詩音の耳にも入るだろう……）","(If Mion finds out, sooner or later Shion will know about it too...)",,
204,Rika (高校生私服),"（それを聞いた詩音は、どうする？
よしんば私が沙都子を説得して、ルチーアに
連れ戻すことができたとしても……）","(If Shion was made aware of it, what would I do? Even if I convince Satoko and bring her back to Lucia with me...)",,
206,,"……沙都子がルチーアに行くと決めた時から、
詩音は一貫して反対の立場だった。
合格を聞いた後も、皆のように喜ばなかったほどだ。","...When Satoko decided to go to Lucia, Shion was strongly opposed to the idea. Even after hearing the news that we got in, she wasn't as happy as everyone else.",editz,
207,詩音,"『……沙都子。マジで合わないと思ったら、
とっとと辞めて雛見沢に戻ってくるんですよ』","""...Satoko. If you really feel like you won't fit in there, just quit and come back to Hinamizawa right away"".",,
208,詩音,"『逃げた卑怯者だの、落ちこぼれだの……
言いたいやつには好きに言わせたらいいんです。
環境に合う、合わないは厳然と存在するんですから』","""They'll say you're a coward or a drop-out... but let them say all they want about you. It's just a fact that some places you'll fit in, and others not"".",editz,
209,詩音,"『それより、無理に自分を合わせようとして
心を蝕まれるほうが厄介です。あんたの能力は、
どこでだって伸ばすことができるんですから……』","""There's no sense in pushing your limits if it'll cause you to break; you can develop your abilities anywhere else...""",editz,
210,,"出立の直前まで詩音は、沙都子にそう言っていた。
だからおそらく、彼女が学園を逃げたと聞けば
全員の反対を押し切ってでも保護を申し出るだろう。","Shion told that to Satoko right before we left. 
So, if she finds out that Satoko ran away, she'll definitely take Satoko under her protection, even if everyone is opposed to it.",,
211,,"『ルチーアなんかに戻してたまるか。
誰がなんと言っても、私は沙都子を守ります』
……そんな詩音の声が、映像つきで浮かんでくる。","""As if I'll let her go back to Lucia. I'll protect Satoko no matter what anyone says"" ...Shion's voice echoes in my mind as I picture the scene mentally.",editz,
214,Rika (高校生私服),"（それも、沙都子にとってはひとつの選択肢だ。
ただそうなったら、これまで必死に頑張ってきた
彼女の努力は……？）","(That's another possible scenario for Satoko. But if it came to that, what would all of her efforts have been for...?)",editz,
216,,"そんなことを考え、どう伝えるべきかを
迷って、黙っていると……ふいに魅音が
私の手元に目を向けていった。","As I sat there silently, lost in thought about how I should convey all of this to her... Mion suddenly shifted her eyes to what I had in my hands.",,
220,Mion (大学生私服),あれ……なにそれ？　写真立て？,Huh... what's that? A framed picture?,,
222,Rika (高校生私服),あ、これは……。,"Ah, this is...",,
230,Mion (大学生私服),"はっ……もしかして、男の子の写真？
えっ、文通相手とかだったりして？！",Ah... could it be a picture of a boy? You got a penpal or something?!,,
237,Rika (高校生私服),あっ……？,Ah...?,,
239,,"するり、と写真立てが手の中からすり抜け、
魅音の手によってひっくり返される。そして、","{i}Swoop{/i}, Mion slides the framed picture out of my hands and flips it right side up. And then...",editz,
243,Mion (大学生私服),あれ？　梨花ちゃんと……沙都子の写真？,Huh? It's a picture of you and... Satoko?,,
245,Rika (高校生私服),"……違うって言おうとしたのに。
相変わらず、魅音は早とちりなんだから。","...I was about to tell you you were wrong. You're hasty as always, Mion.",editz,
248,Mion (大学生私服),"あっはっは、ごめんごめん。
だって、梨花ちゃんがすごく大事そうに
それを手に持っていたからさ。","Ahaha, sorry, sorry. It's because you were holding it like it was your precious treasure.",,
251,,"そう言って謝りながら、
魅音は手にした写真をまじまじと見つめる。","While apologizing, Mion fixes her eyes on the picture without so much as a blink.",,
255,Mion (大学生私服),この写真って、結構最近のだよね？,"This picture is pretty recent, huh?",,
257,Rika (高校生私服),"えぇ。まだ雛見沢から出る前の……
去年の冬に撮ったものよ。",Yeah. This was taken... our last winter before we left Hinamizawa.,,
259,Mion (大学生私服),"へぇ～、じゃあ沙都子は今年も
「アレ」を下ろしたの？……あ、でも今日は
あったかいし、ちょっと暑いかな。","Ohhh~? Then did Satoko pull ""that"" out this year yet? ...Ah, but today's too warm, maybe even a little hot.",,
261,Rika (高校生私服),「アレ」、って……何のこと？,"And what would... ""that"" be?",,
263,Mion (大学生私服),"何って、マフラーだよ。
このキツネっぽい柄の。",What? Don't you remember the scarf? That fox-like one?,,
266,,"これ、と言いながら魅音は
写真の中の沙都子を指さす。","As she says that, she points to the Satoko in the picture.",,
270,Mion (大学生私服),"確か、クリスマスのプレゼント交換で
もらったやつだよね？","That has to be the Christmas present you traded to her, right?",,
272,Mion (大学生私服),"あれって、何年前だっけだっけ？
３年……いや違う、４年前？","Damn, how long ago was that again?
3 years... no, wait, 4 years ago?",,
274,Mion (大学生私服),"にしてもずっと同じマフラーを使っているなんて、
沙都子ってホントに、これを気に入ってたんだね。","Regardless, Satoko always had that scarf on. She really took a liking to that thing.",,
276,Mion (大学生私服),"冬の沙都子って言うと、
もうこれを思い出すようになっちゃったからさ。
だって、いつもこのマフラーを首に巻いていたし。","Even putting Satoko and winter in the same sentence, I instantly remembered it. She always had that scarf wrapped around her neck.",,
278,Mion (大学生私服),"でも、４年かぁ……さすがにそろそろ古くなって、
買い替えの時期が来ているんじゃない？","But 4 years, huh... Shouldn't it be about time to replace it with a newer one?",,
280,Rika (高校生私服),……。マフラー……。,......Scarf...,,
285,,"その言葉が心の中に落ちた瞬間、
みるみる頭の中にかかった薄いモヤが晴れていく。","The moment those words dropped into the depths of my heart, the haze clouding my mind began to clear up.",,
286,,"目の前が急激に開けたような感覚に、
私は激しい高揚感すら覚えていた。",Intense elation drove through me as I came to a sudden realization.,,
287,Rika (高校生私服),"（そう、そうだ……そうだ！
だとしたら、沙都子は……！）","(Yes, that's right... that's right! If that's the case, then Satoko is..!)",,
288,Mion (大学生私服),ん？　梨花ちゃん、どうしたの？,"Mm? Rika-chan, what's wrong?",,
289,Rika (高校生私服),わかったの、目的が！　あの子の行き先が！,I know what her goal is now! And that girl's destination too!,editz,
290,Mion (大学生私服),"えっ、目的？
それに行き先って……何の？","Huh, goal? And destination... which one?",,
