event01_33_04.bytes,Character Names,Japanese Text,Translation,Notes TL,Notes QC
116,,"……もし外れたら、自惚れもいいところだ。
だけど、私は不思議と確信があった。","...If I'm wrong, that's what I get for being conceited.
But I was strangely certain that I was correct.",,
120,Rika (高校生私服),"今、あなたが大事そうに抱えているその袋の中身。
……間違っていたら、ごめんなさい。",Inside that bag you're holding close to you. ...Forgive me if I'm wrong.,editz,
122,Rika (高校生私服),それ、マフラーでしょ？,"But that's a scarf, right?",,
125,Satoko (高校生私服),んなっ？　ど、どうしてそれを……？！,Wh-wha-? H-How did you...?!,,
129,Mion (大学生私服),"ねぇ、沙都子。そのマフラーを受け取った時、
どこの店で買ったのかを調べてほしいって
私に頼んだことがあったの、覚えている？","Hey, Satoko. When you got that scarf, do you remember how you asked me if I could find out where it was bought?",editz,
131,Mion (大学生私服),"んで、店を突き止めてから電話して聞いたけど、
「クリスマス限定の商品だから再販予定はない」
って返されたんだよね。","And then after pinning down that store, we tried calling them, but we were told, ""As it was a limited time Christmas product, we have no plans to put it up for resale"", right?",editz,
134,Satoko (高校生私服),っ、え……えぇ……。,R-...Right...,editz,
138,Rika (高校生私服),"新幹線で、偶然魅音と出会ったおかげで
そのことを思い出したのよ。",I remembered that thanks to coincidentally meeting Mion on the train.,order change,
140,Rika (高校生私服),"それで、東京駅に着いた時にそのお店に
電話したのよ。そしたら、今日からちょうど
再販を開始したところだ、って。","As soon as we arrived at Tokyo Station, I tried calling the store. They told me that they're putting it up for resale starting today.",editz,
143,Rika (高校生私服),"だから、今からお店に向かえば
あなたがまだいるんじゃないか……？
そう思って急いで、駆けつけてっ……！","So, I thought, ""If I went to that store, couldn't she still be there...?"", and then hurried here as fast as I could...!",editz,
146,,"基本、ほとんど外出をしない……
いや許可を取ることが難しいルチーアで、
マフラーを身につける機会はめったにない。","We basically never go outside... or, well, it's difficult to receive permission to leave Lucia, so we rarely have the opportunity to wear scarves.",editz,
147,,"だから、魅音と出会っていなければ
私はきっと、マフラーのことを
思い出さないままだったかもしれない。","So if I hadn't met Mion, I likely wouldn't even have remembered the scarf.",,
151,Satoko (高校生私服),梨花……あ、あの、えっと。,"Rika... U-Uh, umm.",,
153,Rika (高校生私服),"会えて、よかった……。
すれ違いにならなくて、よかった……。","I'm so glad I could meet up with you... 
And I'm so glad we didn't end up going down different paths...",editz,
155,Satoko (高校生私服),……ごめんなさい、梨花。,"...I'm sorry, Rika.",,
157,Satoko (高校生私服),"昨日、梨花と読んだ雑誌……
あの後、自分の部屋に持ち帰りましたの。","That magazine I read with you yesterday... 
I took it to my room after that.",,
159,Satoko (高校生私服),"それで夜中に読んでいたら、このマフラーが
見落としたページに載っていて、
再販が決まった……と。お店も書いてありましたわ。","As I was reading it last night, this scarf was featured on a page I had missed, and it said resales for it had been confirmed... and it also listed the shop they would do it at.",,
161,Satoko (高校生私服),"最初は、さすがに無理だと思って
諦めるつもりでしたのよ。……でも、これを逃すと
もう次を期待するのは難しいって……それで……。","I planned on giving up at first because I figured it would be impossible. ...But then I thought that if I let go of this opportunity, it'd be hard to expect it to happen again... so I...",editz,
163,Rika (高校生私服),"……そうだったのね。あのマフラー、
同じブランドで買い替えたくなるくらい
気に入っていたとは思わなかったわ……。",...I get it now. I had no idea you liked that scarf so much that you wanted to buy one of the same brand again.,editz,
165,Satoko (高校生私服),え……っ？,Huh...?,,
169,Mion (大学生私服),"あははは、違うよ梨花ちゃん。
そうじゃないって。","Ahahaha, that's not it at all, Rika-chan. You haven't noticed?",editz,
172,,"沙都子が目をぱちぱちと瞬かせる一方で、
魅音が首を左右に振ってみせる。",Satoko blinked a few times while Mion shook her head.,editz,
173,,"どういうことだろう……買い換えじゃない？
でも、手袋の時と同じようにマフラーなんて、
２つあっても仕方がないと思うんだけど。","What could this mean... isn't she buying a replacement? I mean, I guess it's not a big deal to have two of the same thing, much like the gloves back then.",,
174,,"なんとなく私の勘違いを咎められているようで
困惑していると……沙都子は「ふふっ」と吹き出し、
そしてにやりと悪戯っぽく笑みを浮かべていった。",While I was confused about my misunderstanding... Satoko let out a small chuckle and smiled at me mischievously.,,
177,Satoko (高校生私服),"……梨花、あなたもツメが甘いですわね。
それでは名探偵ではなく、迷探偵でしてよ。","...Rika, you're truly so naive.
If you were a detective, they'd call you Sherlost Holmes.",e,
181,,"そう苦笑しながら、沙都子が袋の中から
取り出したのは、真新しい１枚のマフラー。",Satoko gave a wry smile as she pulled out a brand new scarf from the bag.,,
182,,"……沙都子が愛用しているものと、
全く同じデザインだった。",...It was the exact same design as the one she cherishes.,,
187,Satoko (高校生私服),"４年前の、クリスマスのあの日……
梨花はマフラーを私に譲ってくれましたわ。",That Christmas day 4 years ago... you gave me that scarf.,,
189,Satoko (高校生私服),本当は、自分だって欲しかったはずなのに……。,Even though you must've wanted it too...,OH GAGGGGGG I'm CRYINH   SAME,
191,Rika (高校生私服),それは、……。,That's...,,
194,,だって、その方が沙都子が喜ぶと思ったから。,Because I thought it'd make Satoko happy.,,
195,,"沙都子の喜ぶ顔が、見たかったから。
沙都子の方が似合うと、思ったから。","Because I wanted to see Satoko smile. 
Because I thought it would look great on Satoko.",,
196,,"だから……私は彼女に、マフラーを巻いたのだ。
自分にとって、それが一番だと思って……。","That's why... I handed over the scarf to her. 
I figured it was for the best...",editz,
199,Satoko (高校生私服),"私……あの日から、ずっと思っていましたのよ。
このマフラーがもうひとつあればいいのに、と。","I... since that day, I've been thinking. 
That it would be really nice if there were another one of this scarf.",editz,
201,Satoko (高校生私服),そうすれば、梨花とお揃いになるのに、と……。,"That way, I'd be able to match with you...",,
206,Mion (大学生私服),"だね。沙都子が私に店を聞いてきたのは、
マフラーの予備が欲しかったんじゃない。
もう１つ手に入れて、お揃いにしたかったんだよ。",Yep. The reason why Satoko asked me about the store wasn't because she wanted a spare; she wanted a new one so she could match with you.,,
209,Satoko (高校生私服),"その通りですわ。
この機を逃すと、もう手に入れることが
できないと思いまして……。","Exactly. I thought that if I missed this opportunity, I wouldn't be able to get it ever again...",,
211,Satoko (高校生私服),"それで、以前教えてもらった
脱出経路のことを思い出しましたの。",Then I remembered the escape route I was told about.,,
213,Satoko (高校生私服),"あれを使えば、気づかれないうちに買って
帰ることもできる……そう考えると、
居ても立ってもいられなくなりまして。","By going there, I could leave and return without anyone noticing... Once I realized that, I just couldn't stand still.",,
217,Rika (高校生私服),"……冬休みに入ってから、
買いに行けばよかったじゃない。",...You could've went to buy it during winter break.,,
219,Satoko (高校生私服),"売り切れてしまったら、元も子もありませんわ。
今日だって、在庫はほんのわずかでしたし。","If it sold out, then it would have all been for nothing.
Even today, it was already running out of stock...",,
221,Satoko (高校生私服),"でも、まさか目撃されていたなんて……
この私も、焼きがまわったものですわね。",But to think I had been spotted... my skills are getting rusty.,,
230,Rika (高校生私服),……。バカっ……。,...Idiot......,,
236,,"呟きながら、私は沙都子の首に腕を伸ばして
マフラーのようにきゅっ、と抱きしめる。","I whispered that as I propped my arms around her neck and held her in a tight embrace, as if I myself was the scarf.",,
237,,"……沙都子は、私より背が高くなった。
だから自然と、背伸びする形になった。",...Satoko has gotten taller than me. I had to stand on my tiptoes.,,
238,,"昔は、腕を伸ばせば
すぐ沙都子の首に抱きつけたのに……。","In the past, I was able to hold Satoko just by stretching my arms out...",,
239,,"沙都子はもう、……あの時とは違う。
でも、でも……っ……。","But Satoko is already... different from then. 
And yet, and yet......",,
243,Rika (高校生私服),沙都子の、バカっ……！,"Satoko, you idiot...!",,
245,Satoko (高校生私服),ば、バカ？！　バカとはなんですの？！,I-Idiot?! Who are you calling an idiot?!,,
247,Rika (高校生私服),"……心配させないでよ。
なんで、私に一言の相談もなく
そんな危ないことをしちゃったのよ……！",...Don't make me worry like that. Why would you do something so dangerous without telling me anything at all...?!,,
249,Satoko (高校生私服),"だって……万が一のことがあったら、
あなたにも迷惑が……。","Because... in the worst case, I'd cause you trouble...",editz,
251,Rika (高校生私服),"迷惑なら、十分かけられたわよ。
心配しすぎて、死ぬかと思った。","If it's trouble, you've already caused me enough of it.
I was so worried, I thought I'd die.",,
253,Satoko (高校生私服),"あと……あなたの驚く顔が見たかった、
というのもありますわ。",I also... wanted to see the surprise on your face.,,
255,Rika (高校生私服),"驚きを通り越して、
心臓が止まるかと思ったわ……！","This went beyond ""surprise""; I thought my heart was going to stop...!",,
257,Rika (高校生私服),"私、てっきり沙都子がルチーアを嫌になって
逃げたのかと思っちゃったじゃない！",I thought you came to hate St. Lucia and ran away!,,
259,Satoko (高校生私服),し、信用されておりませんわね……！,Y-You're not putting enough faith in me...!,,
261,Satoko (高校生私服),"まぁ、状況証拠は十分揃っていましたものね。
疑われても仕方がありませんでしたわ……。","Well, you did have enough evidence to think that way, so I guess it's unavoidable that you'd have doubts...",,
263,Rika (高校生私服),お願い。もうこんなことはしないで。,Please. Don't do this again.,,
265,Rika (高校生私服),"ううん、逃げ出しただけならいい……！
もしそこで、事故に遭ったりしたら……
あなたにもしものことがあったら……。","No, running away in general...! If you got into an accident... 
If anything happened to you...",editz,
269,Rika (高校生私服),私、死ぬよりも辛いんだから……ッ！,It'd be more painful than death to me...!,,
271,Satoko (高校生私服),梨花……。,Rika...,,
273,Satoko (高校生私服),……ごめんなさい。,...I'm sorry.,,
277,,"沙都子の腕が、私の身体に回る。
……なんだかとても、懐かしい匂いがした。","Satoko put her arms around my body. 
......And somehow, I picked up a very nostalgic scent.",,
278,,"そういえば、こんなふうにぴったりと
くっつくのは久しぶりのような気がする……。","Now that I think about it, I feel like it's been a while since we last held each other so perfectly like this...",,
281,Mion (大学生私服),"あー、はいはーい。
友情を確かめ合ってるところ、
水を差すようで悪いんだけどさ。","Ahh, alriiiight, alriight. I feel bad throwing cold water over you guys while you're having your friendship renewal moment over there, but...",editz,
283,,"声をかけられた方へ顔を向けると、
魅音が腕時計を反対の手の指で
トントンと叩いてみせる。そして、","After turning our gaze towards the direction of her voice, we saw Mion tapping her watch with the finger on her opposite hand.",,
286,Mion (大学生私服),"ふたりともいい加減、時間……
マズいんじゃない？","If you two keep it up, your time will... 
It'd get pretty bad, right?",,
291,Satoko (高校生私服),あ……。,Ah...,,
293,Rika (高校生私服),"い、いけない！　早く戻らないと、
点呼に間に合わない！","O-Oh no! If we don't head back fast, we won't make it in time for the rollcall!",,
295,Satoko (高校生私服),"……駅からの時間を考えると、
少し厳しいかもしれませんわね。","...Considering the time we'll take getting there from the station, it'll be a little tough.",,
297,Rika (高校生私服),……どうしよう。,...What should we do?,,
300,,"一難去ってまた一難……
私は血の気が引く感じとともに
またしても焦燥感に駆られる。","One hardship gone, another hardship comes... I felt like I was going pale with all of the uneasiness welling up inside me.",,
301,,"だけど、そんな懸念も魅音にとっては
すでに想定済みだったのか……「大丈夫」と
私たち２人の肩を叩きながら言ってくれた。","But Mion was already a step ahead of the game... 
""I got it"", she said as she patted our shoulders.",editz,
304,Mion (大学生私服),"ルチーアの最寄り駅に、車を手配しておくよ。
新幹線を降りてから車を学校まで飛ばせば、
ギリギリ間に合うんじゃない？","I'll get a car ready at the station closest to Lucia. If we hightail it in a car the second we arrive at the station, you'll get there just in time, right?",editz,
309,Satoko (高校生私服),"っ……さすが、魅音さん！
恩に着ますわ……！",Ah.... That's our Mion-san! I'm in your debt...!,editz,
311,Rika (高校生私服),"ごめんなさい……魅音。
せっかくのあなたの旅行の時間を、
こんなことに使わせてしまって。","I'm sorry... Mion.
Even though you're on a trip, we're taking up your time for something like this.",,
316,Mion (大学生私服),"あっはっはっはっ！
そんなの別に気にしなくてもいいよ。",Ahahaha! You don't have to worry about that.,,
318,Mion (大学生私服),"急な話って言うなら、私もクリスマスとかに
店の手伝いで梨花ちゃんや沙都子たちを
駆り出したりして、色々と迷惑をかけたし……ね？","If we're talking about sudden things coming up, I also had you two help out at the store during Christmas, and it caused you lot of trouble... right?",,
320,,けらけらと笑いながら、魅音が親指を立てる。,"Laughing out loud, Mion shows us a thumbs up.",I JKUST LOVE HER JESUS,
321,,"魅音も、私たちと同じだけ年齢を重ねた。
そのせいかどこか、大人っぽくなったけど……。","Much like us, Mion aged up a bit. 
She's gotten more adult-like because of that, but...",editz,
322,,"その笑顔は、私たちの知る昔と変わらない
彼女のままだった。",That smile was just like the same old Mion we knew.,,
328,Mion (大学生私服),"それに……私たち、仲間でしょ？
助け合って当然！","Plus... we're all friends here, aren't we? Of course I'd help you out!",,
336,Rika (高校生私服),魅音……。,Mion...,,
338,Satoko (高校生私服),"……ありがとうございます、魅音さん。
あなたと梨花が出会ってくれて、本当によかった。","...Thank you, Mion-san. I'm honestly so glad I was able to meet you and Rika.",,
343,Mion (大学生私服),"いや、私はそんなに……って、湿っぽい話は後々！
今は学園に戻ることの方が重要だよ！","Nah, I'm not that awe-... wait, leave the sappy talk for later!
Our priority right now is heading back to the academy!",,
348,Rika (高校生私服),そうね……早くルチーアに戻りましょう。,Right... let's get back to Lucia as soon as possible.,,
350,Satoko (高校生私服),"……あぁ、でもこの件では先輩さんにも
迷惑をかけてしまいそうですわね。
こちらも今から気が重いですわ……。","...Ahh, but I feel I'll cause trouble for my senior with this. I'm feeling the weight of my actions already...",,
353,Rika (高校生私服),先輩……さん？,Your... senior?,,
356,Satoko (高校生私服),えぇ、あの生徒会長のことですわ。,"Yeah, I'm talking about that student council president.",,
358,Rika (高校生私服),……。どういうこと……？,...What do you mean...?,,
360,Satoko (高校生私服),"あら……梨花、
あなたもご存知だったのではありませんの？","My... Rika, were you not also aware?",editz,
362,Rika (高校生私服),……いったい、何の話？,...What in the world are you talking about?,,
