event01_33_01.bytes,Character Names,Japanese Text,Translation,Notes TL,Notes QC
70,Rika (高校生),（心当たりがあるから、でしょう……っ！）,(Ever think I said that because I {i}do{/i} have a clue...?!),editz,
72,,"でも、それは沙都子だけのせいじゃない。
あの子が苦しんでいる時に、私はうまく
励ましてあげられなかったことがあった……。",But it's not just Satoko's fault. There was a time I was unable to cheer her up when she was suffering the most...,,
73,,"ひとつ間違えていたら、私たちの間には
亀裂が生じて、取り返しのつかない事態に
陥っていたことだって起こりえただろう。","One misstep could have created a rift between us, causing us to fall into an irrevocable situation.",editz,
74,,"……それは、今想像しても恐ろしい
最悪の「未来」だった。","...That's the most terrifying ""future"" I could ever imagine to have once existed.",editz,
77,Rika (高校生),"た、確かに……以前は少し、あの子も態度が
よくないところがあったかもしれません……。",Th-there... definitely may have been a time when her behavior wasn't the best...,editz,
79,,"規律を重んじる聖ルチーア学園の校風は、
自由奔放が持ち味でもある沙都子にとって
あまり相性がいいものではなかった。","As a free spirit, Satoko was a bad match with St. Lucia's disciplinary values.",editz,
80,,"ここへ通っていたことのある詩音に
学園のことを聞いた時、もう少し深く突っ込んで
確かめておくべきだったと何度後悔したことか。","Countless times have I reflected upon not having gone more into depth about this place with Shion, knowing she had experience with this place.",,
81,,"……それでも、沙都子は頑張った。
今までとは違う世界での生活や価値観に、
なんとか馴染もうと努力してくれた。","...And yet, Satoko did her best for me. Even up until now, she's been making great effort in becoming intimate with a world different from her own, adapting her lifestyle and values.",,
82,,"イタズラ好きで好奇心旺盛な彼女にとって
個性を押し込むことがどれだけ大変だったか、
そばにいた私が痛いほどに理解している。","As someone who has always been by her side, I understand how dangerous it was to cram a prank-loving, curiosity-filled personality like hers into a place like this. I understand it so well that it hurts.",,
83,,"それくらいに、頑張っていた彼女が
問題行動……？　何かの間違いとしか
思えないし、信じられない。","She had been putting in all that effort, and now she has problematic behavior...? I can't imagine or believe that that's anything more than a misconception.",,
86,Rika (高校生),"あの子はあの子なりに、学園生活になじもうと
必死に努力していました。先生たちからの評価も、
少しずつですがよくなってきています……。","She's been putting in her all getting used to academy life, even if it's in her own way. Her reputation with teachers has slowly been improving too...",editz,
89,？？？？,"そうですね。……もっとも教師陣は
素行の改善なんて実はどうでもよくて、
成績のことしか関心がないようですが。",That's true. ...Although it's not like the teachers genuinely care for a change of behavior; they're only interested in your grades.,editz,
91,？？？？,"実際私なんて、普段の振る舞いは最悪でも
成績だけちゃんとキープしているおかげで、
模範生徒扱いですからね。","In fact, my behavior is the worst, but since I properly keep up with my grades, I get role-model student treatment.",editz,
92,,"今はあんたのことなんてどうでもいいんだ、と
せり上がってきた悪態を辛うじて飲み込む。
そして、","""I couldn't care less about you right now"", I had to supress my emotions and stop myself before that insult left my mouth. Instead, I said...",editz,
98,Rika (高校生),"では、成績ですか？
そっちだって、彼女なりに努力して
平均点もあがってきています！！","So this is about grades? She's been doing her very best in that regard, and she's even raising her average score!!",,
104,？？？？,えぇ、それは知っています。,"Yes, I know that.",,
106,？？？？,"合格基準ギリギリだったとはいえ、
補習組行きになることもなくなった。
とても頑張っていたと思います。","Her grades are dangerously close to the average passing level, so she doesn't have to go to remedial classes anymore. I believe she's truly been doing her best.",,
112,Rika (高校生),だったら、いったい何の問題が――？,"Then, what kind of trouble are you--?",,
118,？？？？,"落ち着いてください、古手さん。
ほら、これでも飲んでください。","Please stay calm, Furude-san. Here, have a drink.",,
121,Rika (高校生),……っ……。,...hn......,,
123,,"生徒会長が差し出してきたのは、
缶コーヒーだった。",The president offered me a can of coffee.,,
124,,"正直言って一瞬、払い落としてやりたい思いも
浮かんできたけれど……迂闊に敵対行動をとれば、
沙都子の命運を左右しかねない。","To be frank, I felt like smacking it out of her hand for a second... but if I was to be hostile towards her senselessly, I wouldn't be able to steer Satoko's fate in the right direction.",,
125,,私は少し迷ってから……無言でそれを受け取った。,I am a bit lost... so I silently took her words.,,
126,,"両手で包み込むと、少しぬるくなった缶が、
じんわりと手のひらを温めてゆく。",The slightly cooled can in my right hand gradually warms up my palm.,,
129,Rika (高校生),"（あれ、でもどうしてここに、缶コーヒーが？
こんな飲み物は、学園内で見かけなかったような……）","(Huh, but how is there canned coffee here? I could have sworn I've never seen any on campus grounds...)",,
132,？？？？,"先ほども申し上げたように、
最近の北条沙都子さんは傍目から見ても
良い方向に改善されつつあると思います。","Just as I had stated earlier, you would think Satoko Houjou-san appears to be improving, glancing in from an outside perspective.",,
134,？？？？,"ですが……せっかく成績という課題を
クリアしたというのにあれはまずい、よくない。
実によくないと思います。","However... even though she accomplished the feat of getting good grades through effort, what she did is bad, not good. It truly isn't good at all, in my opinion.",,
136,？？？？,"私としても大変遺憾で、非常に残念ですが……
このままでは補習組どころか、学園にさえ
いられなくなってしまうかもしれません。","It is with immense regret and extreme shame for me to say this... but even with those remedial classes, she might not be able to stay in the academy.",,
142,Rika (高校生),"回りくどい言い方をしないで！
沙都子が、何をしたっていうのっ？",Stop being so roundabout! What are you saying Satoko did?,,
148,？？？？,いなくなりました。,She disappeared.,,
151,Rika (高校生),え……？　いな、く……？,Eh...? Disa-......?,,
153,,"意味がわからなかった。……いや、わかる。
でも、そんなことはあり得ないと
脳が思考を止め、理解することを拒否していた。","I didn't understand the meaning behind that. ...No, I did understand. But I thought such a thing was impossible, so my brain stopped working and refused to grasp it.",,
154,,"「今」の沙都子がそんなことをするなんて、
絶対にあり得ない……ッ！","There's no way the ""current"" Satoko would do that...!",,
156,？？？？,"では、余計な修飾はかえって無粋なので
単刀直入に申し上げます。",I'll refrain from beating around the bush and tell you directly.,,
159,？？？？,"脱走したのです。
北条さんは、この学園から……。",Houjou-san escaped from the academy...,,
161,,"生徒会長は片手に缶コーヒーを
持ったまま、あっさりと最悪の想像を肯定した。","With that can of coffee in her right hand, she affirmed me of the worst case scenario.",,
163,？？？？,"おそらくですが、体調が悪いと言って
ひとり部屋に籠もったスキに逃げ出したのでしょう。","I presume she lied about being sick, and as soon as she was alone in her room, she ran away.",,
166,Rika (高校生),だっ……脱走って、あの脱走ですか？！,B-By escape... you mean that kind of escape?!,,
169,？？？？,"あの、がどれを指すのかわかりませんが、
つまりは学園から姿を消したということです。","Um, I'm not sure of any other kind of escape, but it means she completely disappeared from the academy.",,
172,Rika (高校生),そん、な……。,It can't... be...,,
174,,"衝撃で手から力が抜け、
缶コーヒーが地面へ滑り落ちる。","My grip loosens from the shock, and the can of coffee slides to the ground.",,
175,,"栓を開けないままのそれは地面を転がる。
その小さな音が、今はどこか遠くにあるような気がした。","The unopened bottle rolls on the ground.
The small noise it made felt very distant to where I was now.",,
178,Rika (高校生),"何かの間違いでしょう？！
沙都子とは、昨日も普通に話をしていたわ！","This has to be a misunderstanding, right?! We were talking like we always have up until yesterday!",editz,
181,Rika (高校生),"雑誌を読みながら、流行りの洋服の話をしたり！
冬休みに入ったら、見たい映画の話をしたり……！",We talked about fashionable clothes while reading magazines! We talked about movies we want to watch once we get on break...!,,
185,Rika (高校生),"それなのに、突然「脱走」なんて……
ありえるわけないじゃないッ！","And yet, for her to ""escape"" so suddenly... there's no way that's possible!",,
189,？？？？,"そうは言っても、事実は事実です。
いくら否定しても、何も変わりませんよ。","Even if you say that, this is reality. Deny it all you want, but nothing will change.",,
192,Rika (高校生),……っ……！！,...nnh......!!,,
194,,"淡々とした宣告に、動揺を隠せない。
私も心のどこかで「可能性」を感じて
しまっているからだろうか……？","I couldn't hide my inner turmoil from the detached nature of that sentence. Is it because I felt deep in my heart that this could be ""possible""...?",editz,
201,Rika (高校生),（っ……違う、違う違う！）,"(......You're wrong, you're wrong, that's wrong!)",,
206,,"湧いた疑念を、頭を振って必死に追い出す。
そして私は、思いつくまま反論を唱えていった。","I desperately shake my head to drive away my rising suspicion.
So, I thought of ways to argue back instead.",,
209,Rika (高校生),"そ……そもそも、どうして生徒会長はあの子が
脱走したって決めつけるんですかっ？",How... how can you be so sure that girl ran away in the first place?,,
211,Rika (高校生),"姿が見えないっていうだけなら、
何かトラブルでもあって、私や他の人たちの前に
出られなくなっているのかもしれないのに……！",She could be somewhere we're unable to see due to some sort of issue coming up...!,,
214,？？？？,"彼女がこっそり抜け出すのを見た、
という目撃証言があるのです。",There is an eyewitness that stated she was seen escaping.,removed testimony,
217,Rika (高校生),"ッ……？
見間違いという可能性はありますよね？！","...?
Then there's a possibility that person misunderstood, isn't there?!",,
220,？？？？,"学園に出入りしている業者の人が、
駅でわが校の生徒を見かけた……という話も
耳に入っています。",One of the suppliers coming onto the campus said that they caught sight someone from the academy at the station... or so I happened to hear.,editz,
223,Rika (高校生),それがなんで沙都子だと……？！,And why do you assume that's Satoko...?!,,
226,？？？？,"外見的特徴と、目撃時間が一致しています。
……逆に聞きますが、事実でないのであれば
反証となるものを見せてください。","Her appearance, characteristics, and the time she was seen all match. ...But if you have any information that would prove this wrong, please do provide that for me.",,
228,？？？？,"ちなみに北条さんの部屋は、現在無人です。
同室の子は補習組なので、戻ってくるのに
もうしばらくかかるそうですが……。","By the way, Houjou-san's room is vacant currently. Her roommate is in remedial classes, so it'll be a while until she returns...",,
230,？？？？,"彼女の姿を見た者は、今のところ
皆無と断定しても差し支えはないでしょう。",It is not far-fetched to conclude that no one has seen her at all.,,
233,Rika (高校生),……っ……！,...ngh...!,,
235,,"……以前の沙都子ならば、学園を去ったと
聞かされたとしても……落ち込みはするものの、
私はそこまで驚かなかったと思う。","...If this was the Satoko from the past, and someone told me she escaped the academy... I would be depressed, but I wouldn't be this surprised.",,
236,,"でも、あの子は変わった。
相変わらず、自ら進んで他の生徒との関わりを
持つことこそなかったけれど……。","But that girl has changed. She's still refraining from engaging with the other students as usual, but...",,
237,,"それでも以前のような、疲れ切って
虚ろな目をすることはあまり見なくなった。","Recently, I don't see her looking exhausted or having that empty look in her eyes as much as she did before.",,
238,,"それに、未来のこと……
ルチーアを卒業した後の展望についてさえ、
２人の話題に上がることがあった。",And as for the future... we started talking about our plans once we graduate from Lucia.,,
239,,"嬉しかった。幸せだった。
そして、あの子が前を向いてくれる限り私は
どこまでも、なんでも頑張ることができる……。","I was happy. It was a blissful time.
As long as she's looking ahead, I feel like I can do anything, like I can do my very best...",,
240,,"なのに……そんな沙都子が急に、それも私に
何の相談もなく脱走するなんて――。","And yet... for Satoko to suddenly escape, and without telling me anything about it----",,
244,Rika (高校生),っ――！！,Gh--!!,,
246,,"とにかく、生徒会長の証言だけでは信用できない。
私は沙都子の不在を確かめるため、
寮の中へと駆けだそうとして――。","Anyway, I can't trust the president's eyewitness account alone. As I was about to run towards the dormitory to confirm Satoko's absence----",,
248,？？？？,……話は最後まで聞いてください、古手さん。,"...Please listen to everything I have to say, Furude-san.",,
251,Rika (高校生),……っ……？,...nnh......?,,
253,,"凛、と涼やかに響くその制止の声に、
思わず息をのんで足を止めた。",Her icy yet clear and commanding voice made me draw breath and stop in my tracks unconsciously.,,
255,？？？？,"私の言を疑うのは自由ですが……
その真偽を確かめに行くのは時間の無駄です。
……ことは急を要します。どうか、ご理解を。","Feel free to doubt what I say but... going to check is a waste of time.
...This is an urgent matter. I ask for your understanding.",,
258,Rika (高校生),"確かめもしないで言うことではありませんが、
仮にもし、今聞いた話が事実だとしたら……！","I can't say for certain without checking, but if what I heard just now really is true, then...!",,
261,？？？？,"ご安心を。今のところ、
彼女が失踪した「かもしれない」情報は
私の手元で止めています。","At ease. I'm the only one who has caught wind of this fact, so this information of her is ""subjective"" for now.",,
264,Rika (高校生),え……？,Huh...?,,
267,？？？？,"この事実を、先生方や大半の生徒は知りません。
つまり、現状で知っているのは
非常に狭い範囲に限られています。","Most of the faculty and student body are unaware of this fact. More specifically, the scope of people that do know about this situation is extremely limited.",,
269,？？？？,"……ただし、このまま夜になれば
そうもいかなくなるでしょう。","...Nonetheless, that may no longer be so by nighttime.",,
271,？？？？,"ことが明るみに出た場合、
最低でも北条沙都子さんの補習組行きは確実。","If this does come to light, at the very least, it's certain that Satoko Houjou-san will get sent to remedial classes again.",,
273,？？？？,"最悪の場合は、懲罰部屋に監禁……いえ、
強制的に自主退学もありえるかもしれません。","But in the worst case, she might be confined in a discipline chamber... no, it's possible she may even be forced into a voluntary withdrawal.",,
277,Rika (高校生),なっ……？！,Wha-...?!,,
280,？？？？,"もっとも、彼女がそれを望んでいるということも
考えられますので、その場合は引き留めるのは
困難だと思いますが……。","Nonetheless, it can also be considered that this is what she wishes, so in that situation, it may be difficult to stop her...",,
283,Rika (高校生),"そんなはずないわ！
あんたは知らないでしょう、沙都子はあんなに……！",There's no way that's true! You don't know anything about how much Satoko has...!,,
285,,"あんなに、勉強を頑張っていたのに……
結果もちゃんと、出てきているのに……！","How much she's done her best at studying... 
And how she's been getting better grades...!",,
286,,"それを全部無しにするなんて……ありえない！
絶対に認めないし、認めてたまるものかっ！","To render all of that as null... it's inconceivable! 
I will absolutely not accept that! As if I would ever!",editz,
288,？？？？,というわけで……早急に手を打つ必要があります。,And for this reason... we must quickly take measures.,,
291,Rika (高校生),手を、打つ……？,Take... measures...?,,
294,？？？？,"単純な話です。ことが明るみに出る前に、
北条さんが寮に戻っていればそれでいい。","It's simple. Before this comes to light, all Houjou-san would need to do is return to her dorm.",,
297,Rika (高校生),それって……。,That's...,,
300,？？？？,"夜の点呼までに北条さんを探し出して、
寮に連れ戻し……脱走があった事実自体を
なかったことにするんです。","Until the nightly rollcall, we can search for Houjou-san and bring her back to her dorm... and that would make it as if the escape itself never happened.",,
303,Rika (高校生),だけど、そんなこと……。,But that would be...,,
306,？？？？,"学内の目撃者には口止めを施しています。
出入り業者の方にも、彼女はちゃんとした
外出届を出していると口添えしておきました。",The eyewitnesses on the school grounds are keeping their mouths shut for the time being. I've also told the supplier that she properly put in a report that she will be out for the day.,,
308,？？？？,"点呼までに彼女を連れ戻しさえすれば、
全部を無かったことにできる……私ならば。","If she is brought back before rollcall, we can make it so nothing went wrong... as long as I get involved.",,
311,,"そう言いながら、生徒会長は懐から何かを
取り出し、こちらへ無造作に差し出してきた。","As the president said that, she pulled something out from her chest pocket and casually held it out to me.",,
315,Rika (高校生),これは……。,These are...,,
318,？？？？,東京行きの新幹線の回数券と、地図です。,"A ticket for the bullet train to Tokyo, along with a map.",,
320,？？？？,"目撃した業者の話によれば、
彼女は東京行きの新幹線に乗った可能性が高い。","Going by the supplier's account, there is a very high possibility of her getting on a bullet train to Tokyo.",,
322,？？？？,新幹線を使えば、東京駅まではすぐですから。,"If you take that bullet train, you'll make it to Tokyo Station in no time.",,
325,Rika (高校生),東京……？,Tokyo...?,,
328,？？？？,"あと、地図にも書いてありますが裏庭の奥に
私だけが知っている秘密の抜け道があります。","Also, in the back of the rear garden, there is a secret path that only I know of drawn onto this map.",,
330,？？？？,"地図通りのルートを使えば、
路線バスが通る大通りにショートカットできます。","By following this route on the map, you can take a shortcut to the main road where the transit buses are.",,
332,？？？？,"多少道は荒れていますが……
ま、古手さんなら大丈夫でしょう。","This path is a bit rough... but, well, if it's you, Furude-san, I'm sure you'll be okay.",,
335,Rika (高校生),……。あなたは何が目的で、こんなことまで……？,...Why go this far...?,editz,
338,？？？？,"そんなことより、今は北条さんを
連れ戻すことが最優先だと思います。","Reasoning aside, I believe the priority right now is bringing Houjou-san back.",,
340,？？？？,"ほら、こうしている間も
時間は刻々と過ぎていますよ？","Look, time is ticking with each moment you sit here, you know?",,
343,Rika (高校生),……っ……。,...gh......,,
346,？？？？,"あぁ、貸しを作ったのだから生徒会に入れ、
などと言うつもりはありませんよ。
正々堂々、真正面から口説くつもりです。","Ah, I have no intention to demand that you join the student council to return the favor or anything. I'll neatly and confidently persuade you upfront at a later time.",,
348,？？？？,"もちろん、あなたが外に出たことも
こちらで誤魔化しておきますので、ご安心を。","Of course, I'll be playing my part in keeping quiet about you going outside. Rest assured.",,
351,Rika (高校生),…………。,............,,
353,,"ほんの少し迷ってから、
私は差し出されたチケットに手を伸ばす。","After hesitating a bit, I reach my hand out towards the ticket she offered me.",,
354,,"悪魔の契約……だとしても、構うもんか。
沙都子のためだったら、私は鬼や悪魔とでも
平常心でチークダンスを踊ってやる……！","This could be a deal with a devil... but see if I care.
If it's for Satoko's sake, I'll follow along with a demon or a fiend's slow dance wholeheartedly...!",,
357,Rika (高校生),……ありがとうございます。,...Thank you very much.,,
360,？？？？,健闘を祈ります。,I pray for a swift and easy journey.,changed a bit for english,
361,,"笑顔の下で、何を考えているのか
全くわからない生徒会長を……改めて見返す。",I double took at the president... whose thoughts I was completely unable to interpret underneath that smile.,,
363,,"が、彼女の言う通り時間が惜しいことを
思い出した私は、軽く頭を下げてから
寮の中へと駆けこんで自室を目指した。","But I remembered how she told me that my time was precious, so I bent my head down lightly to rush back, aiming for my room in the dormitory.",,
364,Rika (高校生),"（早く、沙都子を見つけて……連れ戻す！
今考えることは、それだけだ……！）",(I have to find Satoko as fast as I can... and bring her back with me! That's all I can think of right now...!),,
