chara072005_03.bytes,chara,jp,en,Notes TL,Notes QC
183,Rika,"み、みー！
ケーイチにカズホ、助けに来てくれたのですか？","M-Meep!
K-1 and Ka-zuho, you've come to save me?",,
184,圭一,"あぁ、もちろんだ！
この俺が来たからには、もう安心だぜ！","Yeah, of course!
You can rest assured now that I'm here!",,
185,Mion,"くっくっくっ……威勢のいいことだな、
銀河警察ケーイチ？
だが、残念ながら……ここがお前たちの墓場だ！","*cackle*... You're in high spirits, aren't you, Space Sheriff K-1?
But unfortunately for you... this will be your graveyard!",,
186,圭一,"へっ……その台詞、そっくりそのまま
お前に返してやるぜ！
行くぞ、暗黒魔王ミオーン！！","Heh... right back 'atcha!
Here I come, Demon Queen of Darkness, Miyon!!",,
188,？？？？,"いけー、宇宙刑事ケーイチ！
暗黒魔王をやっつけろー！！","Go, Space Sheriff K-1!
Defeat the Demon Queen of Darkness!!",,
190,？？？？,"宇宙剣士カズホも、しっかり！
悪いやつらに負けないで―！","Be careful, Space Warrior Ka-zuho!
Don't lose to the bad guys!",,
196,Miyuki (Casual),"いやー、何とかいい感じに進みそうだね。
一時はどうなることかと思ったけど……
これなら最後まで心配なさそうだよ。","Boy, seems like it's going pretty nicely. At some point I wondered what was going to happen... but seems I didn't need to worry in the end.",,
200,Nao (Casual),"そうね。観客の子どもたちの受けも
よかったみたいだし……大成功といっても
いいんじゃないかしら。",Indeed. The kids in the audience look like they're receiving it well... so it's fair to say this was a huge success.,,
205,Hanyuu (Casual),…………。,............,,
209,Hanyuu (Casual),"吹っ切れてくれたようですね、一穂。
梨花もなんだか前よりも強くなったみたいで、
僕はとっても嬉しいのですよ～。あぅあぅ♪","You've overcome this hurdle, Kazuho.
Rika's also seemed to have grown stronger than before, and I'm very happy about that~. Au au♪",,
