chara042003_03.bytes,chara,jp,en,Notes TL,Notes QC
110,Satoko (Casual),"をっほっほっほっ！　日頃から積み重ねてきた
恨みつらみ、これで少しは溜飲が下がりましてよ～！",Ohohohoho! I can feel some of my pent-up stress getting alleviated already~!,,
113,Rika (Casual),"……みー。まず間違いなく、それ以上の報復が
待っているのにぬか喜びする沙都子、
実にかわいそかわいそなのですよ。にぱー☆","...Meep. Poor, poor Satoko is most definitely itching to vent her stress some more, but it seems that her joy will be short lived. Nipah~☆",,
117,Hanyuu (Casual),"わかっているのに、忠告してあげないのですね……。
お、鬼なのですよ……あぅあぅ。","You won't break it to her even though you're aware...
Y-You're a demon, you know, au au...",,
122,Mion (Casual),"さぁ、残るはあんた一人だ！
覚悟しな圭ちゃん……おりゃぁぁぁあぁっっ！！","You're the only one left!
Get ready for this, Kei-chan! ...Oryaaaaaaaaaahhhh!!",,
125,圭一 (Casual),"っ……仕方ねぇ。こうなったら剣でも銃でもない、
第三の選択をさせてもらうぜ……！","Tch... it's no use. If neither swords nor guns work here, this third option will...!",,
127,Mion (Casual),"はぁ？
圭ちゃん、そりゃどういう意味で……ななっ？！","Huh? Kei-chan, whaddya talkin' abou-... WHAA-?!",,
135,圭一 (Casual),装・着ッッ！！,{i}ARMORIZE!!{/i},,
146,Nao (Casual),"あ、あれは……あたしがこの前みんなと作った、
演劇用のコンバットスーツっ？！",I-Is that... the combat suit for the play that I made with everyone the other day?!,,
147,Rika (Casual),"み、みー。あの番組のように、０.０５秒で
変身したのですよ……！","M-Meep. He transformed in 0.05 seconds, just like {note_green}on that TV show{/note_green}...!",,
148,詩音 (Casual),"ということは、こっそり『ロールカード』と
紐づけをしていたんですねっ？
ですが、いったいどんな武器を……って、ええっ？！","Did you link it with a {b}Role Card{/b} in secret or something?
But what kind of weapon will... you... huuuh?!",,
153,圭一 (アンドロイド),"切り札ってやつは、最後の最後まで取っておく
もんだってことさ！
食らいやがれ、てめぇらぁぁぁ！！","It's my trump card that I saved for you guys until the very last moment!
Eat this, suckeeeeers!!",,
154,Mion (Casual),"ば、バズーカ砲だってぇぇっっ？
圭ちゃん、あんた剣へのこだわりは
どこに行ったのさー？！","A-A bazooka cannoooooon?
Kei-chan, what happened to your obsession with swords?!",,
155,Kazuho (Casual),"き……聞いてない！　私たち、そんな武器を
ここで使うなんて聞いてないよっっ！！",We... we don't know! Not once have we heard that we'd use a weapon like this hereeee!!,,
156,詩音 (Casual),"ま、待ってください圭ちゃん！
こんなところでそんな大出力の武器をぶっ放したら、
さすがにシャレになりませんよっ？！","P-Please wait a minute, Kei-chan!
You don't actually want to fire off a high-powered weapon in a place like this?! This is a joke, right?!",,
157,圭一 (アンドロイド),"くっくっくっ……この感覚、久しぶりだぜ。
全力を出して相手を倒す、これぞ部活って
やつだよなぁぁぁっっ？！","*cackle*cackle*... it's been a while since I felt like this.
Giving it your all and beating your opponents is what club activities are aaaaaall about, am I right?!?!",,
158,Miyuki (Casual),"……あー、ダメだ。目がいっちゃってる。
何を言っても止まらないパターンだね、これ。","...Ah, it's over. I see where this is going.
He's gonna keep up with this no matter what we tell him.",,
159,圭一 (アンドロイド),光に、なれぇぇぇえぇぇっっ！！！,TRANSFORM INTO LIIIIIIIIGHT!!!,,
163,？？？？,ぎょぇぇぇえぇぇぇっっ？！,Gyaaaaaaaa?!,,
173,Miyuki (Casual),"……いやー、まいったね。
まさか、前原くんがアレだけ剣にこだわったのは
切り札のバズーカ砲を隠すためだったなんてさー。","...Maaan, he got us.
Can't believe Maebara-kun obsessed over swords so much only to sneak a bazooka cannon in as his trump card.",,
176,Nao (Casual),"……完全に不意を突かれたわね。
あたしたちも直撃を避けるだけで精いっぱいだったわ。","...I was completely taken by surprise.
It took everything we could muster just to avoid a direct hit.",,
181,Rena (Casual),"はぅ～、やっぱり本気になった圭一くんはすごいね～。
逆転の秘密兵器を隠しているなんて、さすがだよ～♪","Hau~, Keiichi-kun really is cool when he gets serious~.
Pulling out a secret weapon to turn the tables is just like him~♪",,
185,Satoko (Casual),"……あの、レナさん。あれはすごいというより、
頭のネジが２０本ほど外れていると申し上げたほうが
よろしいのでは……？","...Um, Rena-san. Maybe it would be more accurate... {i}not{/i} to say that was cool, but rather, so wild that you'd have to have twenty screws in your head loose to be able to do it...?",,
189,Rika (Casual),"みー。女の子を相手にしても一切手を抜かない
圭一のスタイルは、紳士の風上にも置けない
外道野郎なのですよ……。",Meep. Keiichi's style of not holding back even when fighting against girls is ungentlemanly and brutish...,,
193,Hanyuu (Casual),"あぅあぅ……そういう僕たちの選んだ戦術は、
淑女の風上にも置けない掟破りだったのですが……。",Au au... our rulebreaking tactics today were also pretty unladylike...,,
196,Kazuho (Casual),（なんてことを、私たちが話し合っている一方で……）,(And then they keep talking on and on about that stuff...),,
200,Mion (Casual),"どすんだよ、圭ちゃん！
いくら普段は誰も来ない場所といったって、
ど真ん中にあんなでっかい穴開けちゃってさー！","What the hell, Kei-chan?!
No one ever comes here, sure, but you made a big ass hole right up in the middle of this place!",,
202,Mion (Casual),"あんなの、町会のみんなが見たらぶち切れ確定だよっ？
っていうか婆っちゃの耳に入りでもして、ポン刀で
唐竹割りから八つ裂きにされても知らないからねっ？！","You know that if the town council members saw that, they'd be heated, right?! Granny might even grab a katana and slice you to pieces if she found out!!",pls dont correct heated it's very colloquial for mad,
205,圭一 (アンドロイド),"す、すまねぇ……！　まさか俺も、
ここまでの威力だとは知らなくて、つい……。","M-My bad...! I didn't realize how powerful that'd be, so I accidentally...",,
209,詩音 (Casual),"……とりあえず、圭ちゃん。
ケジメをつける必要がありますので、
あんたの爪――。","...You'll need to take responsibility for the time being, Kei-chan, so your nails―...",,
211,詩音 (Casual),"いえ、この場合は「指」の方がよさそうですね。
自首して謝り倒せば、３本くらいで
手打ちにしてもらえると思いますよ……たぶん。","No, in this case, we'll have to go with ""fingers"".
If you give up and apologize, I think you'll be able to get off with just three... hopefully.",,
214,圭一 (アンドロイド),"へっ……？　指って……お、おい詩音！
どっから持ってきた、その短刀はっ？
どう見ても鉛筆削るようなやつじゃねぇだろ？！","Wha-...? Fingers... wa-wait, Shion!
Where'd you get that knife?
That isn't the kind they use to sharpen pencils, is it?!",,
220,圭一 (アンドロイド),"……って、お前までなんだ、魅音っ？
後ろから羽交い絞めにして、俺をどうする気だ？！","...And what are {i}you{/i} doing, Mion?
Why are you restraining me from behind?!",,
222,詩音 (Casual),"……そのまま逃がしちゃダメですよ、お姉。
圭ちゃんの指がなかったら、
次は私たちの「首」が必要になりますから――。","...Don't let him get away, Sis.
Without Kei-chan's fingers, it'll be our throats...",,
224,Mion (Casual),"……あぁ、そうだね。
私さー、間違っていたよ……圭ちゃん。
やっぱり最強の武器は、「剣」だったね……？！","...Yeah, true.
Y'know, I was wrong... Kei-chan.
Maybe {i}sharp objects{/i} really were the better weapons, huh...?!",did sharp to encompass knives,
226,圭一 (アンドロイド),"お……おい魅音、詩音……？
じょ、冗談だよな……？　お前らマジで、
顔が怖ぇんだけど……？！","H-...hey, Mion, Shion...?
Th-this is a joke, right...?
No, you guys seriously look creepy right now...?!",,
234,？？？？,覚悟してよ（してください）、圭ちゃん……！,"""Ya better be ready, Kei-chan...!""
""Please do be ready, Kei-chan...!""",did my best to line these up (in game it lines up better with ya),
239,圭一 (アンドロイド),ぎ……ぎゃぁぁぁぁあぁぁっっっ？！,G-...gyaaaaaaaah?!,,
244,,…………。,............,,
245,Kazuho (Casual),"（その後、どうやって私たちや
前原くんが許されたのか……）",(How we were all forgiven after that...),,
246,Kazuho (Casual),（詳細は知らない。うん、謎のままでいい）,"(...I don't know the specifics. Yeah, let's keep it a mystery.)",,
