event01_30_03.bytes,,Llorona; I deeply welcome any and all feedback to my interpretations. Please let me know if there's something I should fix!,hanss - QC,Naegles - QC2,
271,紗音,"何でも、魔法や魔女を信じないニンゲンからは、……魔女にとって
有害な、毒素が出ているのだとか。",They say that Humans who don't believe in magic... emit a poisonous gas that is harmful to witches.,,
273,Nao (Casual),"つまり……、ベアトリーチェを信じない人間には、ベアトリーチェ
は近付けないということ？","So, basically... humans who don't believe in Beatrice will repel her, is what you're saying?",,
275,Nao (Casual),"それならかえって安心だわ。信じない人の前には現れないんだも
の。",That's relieving then. She can't appear to people who don't believe in her in the first place.,,
278,,"　信じる人の前にしか現れないというなら、サンタと同じだ。会い
たくない人は、会わずに済む……。","If she only appears to those who believe, she's no different than Santa Claus. People who don't want to meet her will go on without meeting her...",,
282,紗音,それが、むしろ逆なんです。,It's... actually the other way around.,,
284,Nao (Casual),え……？,Huh...?,,
286,紗音,"ベアトリーチェさまは、自分の存在を信じてくれない人には、敵意
を持ちます。",Beatrice-sama holds grudges towards people who don't believe in her existence.,,
288,紗音,"自分が確かに存在することを示そうと、不思議な悪戯をしたり、脅
かせたり……。","She'll come to you to demonstrate that she really exists, play strange pranks on you, even frighten you...",,
290,Nao (Casual),"嘉音さんに聞いたわ。誰も入れないはずの部屋に、不気味な魔法陣
を描いたりするんでしょう？","I heard that from Kanon-san. Like how in rooms that no one should have been able to enter, creepy magic circles were found?",,
293,,"　紗音さんの顔が一瞬、曇った。
　唐突に不謹慎なことを言われて驚いた、というようにも見えた
し、……口にした私を咎めるというようにも見えた。",Shannon-san's face clouded over for a split second. She had this look like I had surprised her by suddenly saying something foolish... and was criticizing me for it.,,
296,紗音,菜央さま……。そのようなことはあまり口に、,Nao-sama... Saying things like that can be very--,,
306,朱志香,こんばんは～～！！　あっそびに来たぜ～～！！,Good eveniing~~!! Guess who came to mess around~~!!,,
311,,元気よく、何かを抱えた朱志香さんがやってきた。,"Jessica had appeared in good spirits, holding something.",,
312,,"　私たちにとってのバカンスも、朱志香さんには、友達が泊まりに
来てくれたようなものなのだろう。","To Jessica, us coming here on vacation is probably more like friends coming to sleep over.",,
316,Mion (Casual),あれ？！　その小脇に抱えてるのはひょっとしてぇ？！,Whaaat?! Could that little board game you're carrying really be?!,,
318,朱志香,"いつか、こんな日も来るかと思ってさぁ！　何年も前に買ったの
に、ようやく遊べる日が来たぜ……！","I always knew this day would come! After buying this all those years back, it's finally time to play...!",,
322,詩音 (Casual),"おやまぁ。お姉の前にボドゲを持ってくるなんて、大変なことにな
りますよ？","Ah, jeez. Bringing a board game in front of Sis like that is a huge deal, you know?",,
329,Mion (Casual),やろうやろう、みんなでやろう！　ヱリカさんも一緒にどう？,"Let's go! Let's go! Everyone, let's go!! You wanna play with us too, Erika-san?",,
331,ヱリカ,私は部屋でのんびりと過ごそうかと。,I do think I will be spending time leisurely in my room.,,
333,Mion (Casual),"あれぇ？　逃げちゃうぅ？　ボードゲームはね、人と人の頭脳のぶ
つかり合い！",Whaaaat? You're gonna run oooff? Board games are a clash of brains!,,
335,Mion (Casual),"まぁ、私の頭脳には勝ち目がないだろうからね。逃げちゃうのもア
リかもねぇ～？","Well, this brain doesn't get me that many wins, though. You still gonna run off~?",,
337,ヱリカ,"……ふっ。安い挑発ですが、そこまで言われては受けて立たない訳
にはいきませんね。","...Hm. Cheap provocation method on your part. But if you say that much, I guess I must accept your offer.",,
341,詩音 (Casual),"いいんですか？　お姉との勝負には一切の言い訳は通用しません
よ？","Are you sure? Sis doesn't take any excuses when she plays games with people, okay?",,
347,朱志香,魅音さんって、ボドゲに詳しいの？,"Mion-san, you know a lot about board games?",,
349,Nao (Casual),……ボドゲに限らず、勝負事となれば、水を得た魚も同然です。,...Not even just board games. Mion-san and competition are like fish and water.,,
353,朱志香,"そりゃいいぜ！　私も、こう見えても右代宮金蔵の孫だ！　勝負
事、大いに望むところだぜ！","Sweet! I'm the grandkid of Kinzo Ushiromiya, so competition is first nature to me too!",,
358,Mion (Casual),"みんなでやろうよ！　私、詩音、ヱリカさんに朱志香さん。菜央
ちゃんも紗音さんも一緒にやろうよ！","Let's get everyone to play! Me, Shion, Erika-san and Jessica-san. Nao-chan and Shannon-san can jump in too!",,
361,紗音,"お気持ちだけ頂戴させていただきます。お屋敷の方で、まだお仕事
がありますので……。",The sentiment alone is enough for me. I have yet to do all my chores in the mansion...,feeling -> sentiment,
363,紗音,それでは、本日は失礼させていただきます……。,I'll take my leave for today...,,Chapter5 D98
366,,紗音さんはペコリと会釈してから踵を返そうとする。,Shannon-san went off with a slight bow out of consideration.,,
370,Nao (Casual),魅音さん。窓の鍵の話、しました？,Mion-san. Did you have the conversation with her... about the window lock?,,
373,Mion (Casual),ぎくぅ。,*gulp*.,,
377,詩音 (Casual),お姉。こういうのは先に謝るのが筋ですよ？,Sis. Wouldn't it be best to apologize outright for something like this?,,
382,紗音,何の話でしょう……？,What conversation did you want to have...?,,
385,ヱリカ,あぁ、……窓の。くす。,Ah... about the window. *giggle*.,,
387,ヱリカ,"外界から隔離された島ではありますが、窓とはいえ、女子の部屋の
鍵がかからないのは気持ちのよいことではありませんね。","Though we are on an island separated from the outside world, it is quite unpleasant for a girl to have her room left unlocked, even by window.",,
391,朱志香,"あぁ、ひょっとして窓の鍵？　あれ、古いからちょっとコツがいる
んだぜ。","Aah, so you're talking about the window locks? Those are old, so there's a bit of a trick to using them.",,
395,Mion (Casual),"いやぁ……、素敵なお部屋に興奮して、思い切り窓を開ける
時、……ちょっと鍵を強引に……。","Nahh... I was so psyched that we got a really nice room, that while I was opening the window... I kind of used all my force on the lock...",,
401,詩音 (Casual),田舎者のお姉で本当にすみません。,I'm sorry my sister is such a country bumpkin.,,
403,Nao (Casual),"田舎者の魅音さんで本当にすみません。……見てもらうことは出来
ますでしょうか。",I'm really sorry about Mion-san being a country bumpkin. ...I do wonder if we can have you take a look at it?,,
409,朱志香,紗音、ちょっと見てきてよ。,"Shannon, go check it out.",,
411,紗音,畏まりました……。,Certainly...,,
416,Mion (Casual),"よおッし、やろやろやろ！！　このゲームはね、要は最後まで生き
残った人が勝ちってタイプでぇ！","Alriiiiight, let's go let's go let's go!! Okay, so this is the type of game where whoever survives 'til the end wins!!",,
421,Nao (Casual),"魅音さんとゲームをする時には、まず罰ゲームの確認が必要ですよ
ね。","When Mion-san is playing a game, she has to make sure she has a punishment game set.",,
423,朱志香,"え？！　何々？！　罰ゲームとか賭けちゃう？！　リスクがある方
が燃えるのが右代宮の血だぜ！","Wait, what?!?! We're running this with punishment games?! Whenever there's risk involved, the Ushiromiya blood inside me gets fired up!",,
429,ヱリカ,"どうせ勝つのは私ですから。せいぜい、自分が被ってもマシな罰ゲ
ームに決めて下さいね。","I'll be the winner, in any case. Do allow me to choose a punishment game that would work in my favor.",,
431,詩音 (Casual),"ヱリカさん、あまりお姉を舐めない方がいいですよ？　この人は、
勝つ為なら何でもありですので。","Erika-san, you'd best not underestimate Sis, yeah? She'll do anything to win.",,
435,Nao (Casual),"……とりあえず、爆発とかトラップとか、身体に危害が及ばないゲ
ームだと嬉しいわ。","...For starters, I'll be glad if we won't be dealing with explosions, traps, or bodily harm.",,
437,ヱリカ,"おやおや。罰ゲーム以前に、スリリングなゲームになりそうです
ね。くっくっくっく！","My, my. In the face of these punishment games, this is going to become quite the thrilling session. *cackle*cackle*cackle*!!",,
442,朱志香,"お、おかしーぜ。このゲームって、そんなヤバイゲームだったっ
け……。",W-Woah. I had no idea it was gonna be {i}that{/i} kind of dangerous...,,
444,,"　魅音さんにかかれば、どんな遊びも即座に闇のゲームに早変わり
だ……。","No matter what game it is, if Mion-san comes into the picture, it transforms into a much darker game...",,
445,,"　初日の夜から屈辱の涙で枕を濡らしたくなどない。みんなで真剣
にルールを確認するのだった。",No one wanted to get their pillow wet with tears of humiliation on their first night here. Everyone diligently looked over the rules.,,
450,紗音,鍵、直しておきました。,I've fixed the lock!,,
455,Mion (Casual),え！　すごいあっさり！　今、上に行ったと思ったら、もう！,"Woah! That was real fast! To think you had gone up just now, jeez!",,
457,Nao (Casual),ですね。でも、これで安心です。ずいぶん簡単に直せましたね。,"Right? But anyways, this is a relief. You've fixed it in quite a flash.",,
462,紗音,"コツがあるんです。明日以降は、優しくお取り扱いをいただけます
と助かります。","There's a trick in using it. From tomorrow forward, we would appreciate if you handled it with care.",,
467,詩音 (Casual),ですってよ、お姉？　反省して下さいな。,"Hear that, Sis? Now go reflect on your actions.",,
470,Mion (Casual),"お、おじさんはね、力の強いお客のつもりで、モニターでやったん
だからね！　ホントだからね！！",Th-this ol' man only wanted to review it from the perspective of a heavy-handed guest! Really!!,,
476,紗音,ふふ。それでは失礼致します。,"*giggle*. Okay, I'll take my leave now.",,
478,朱志香,"ありがとな、紗音！　私がこっちで遊んでること、親には内緒
な……！","Thanks, Shannon! Don't let the adults know that I'm playing over here...!",,
480,紗音,くす。心得ております。,*giggle*. I will act under this instruction.,,
484,ヱリカ,"紗音さん、ご苦労様です。窓から泥棒が入って、部屋を荒らしたり
はしていませんでしたか？","Excellent work, Shannon-san. Has a robber broken in from the window or anything?",,
486,紗音,いいえ。ご安心を。,No. Please be at ease.,,
489,,紗音さんは深々とお辞儀をしてから、屋敷に戻っていった。,Shannon-san bowed very deeply and returned to the mansion.,,
494,朱志香,さあ！！　始めようぜ！！,Alright!! Let's go!!,,
497,Mion (Casual),"いいね、その気合、気に入ったぁ！　私たちと朱志香さんで、
六軒島出張部活ッ五凶爆闘だぁ！！！","Yeah, that's the spirit!! All right, Jessica-san, here's our
 ""Rokkenjima Club Activity Business Trip Five-Demon Firefiiiiiiiight""!!!",,
504,,"　初めてプレイするボドゲは、ルールの確認などが伴い、かなりの
長時間になることが少なくない。","When you play a board game for the first time, you usually spend quite some time going over all of the rules.",,
508,朱志香,ふぁぁあぁぁぁぁ……ぁぁ。,HaaaAAaaaah... aaaah...,,
510,,"　朱志香さんが欠伸をすると、つられてあたしも詩音さんも欠伸を
する。","When Jessica-san yawned, Shion-san and I were caught up in the yawn chain as well.",,
514,ヱリカ,"待ってください。これは“してもよい”、ですよね？　“しなくて
もよい”訳ですよね？","Wait a second. This one is saying ""it's okay to do this"", right? Does this mean ""it's okay not to do this"" as well?",,
516,Mion (Casual),"えっとね、待って待って。まず時計回りで徴収を解決してから、次
に収入の処理を……。","Umm, wait, wait. First, we settled we'd go in clockwise to collect taxes, and then income processing was...",,
520,詩音 (Casual),"お姉、さっき、私の収入を先に処理してから、そこから徴収しまし
たよね？","Sis, before, I was going to be the first to have my income processed, and then we would collect from there, right?",,
526,Nao (Casual),"………何だかすみません。魅音さんたち、ゲームには絶対に手を抜
けないんです。","...Yeah, hold on. You guys, we absolutely cannot cut corners in a game.",,
528,朱志香,"いやぁ……たはは。もっと短く遊べるゲームを持って来ればよかっ
たぜ……。",Ahhh... hahahh... I wish I brought over a game that was easier to play... ,,
534,ヱリカ,あらあら。菜央ちゃまが大あくびをしていますよ。,Oh my. Nao-chama let out a massive yawn.,,
536,ヱリカ,確かにもう、お子様が起きているには、少々、遅い時間ですね。,It has clearly already reached the point in the night where children shouldn't be up.,,
538,詩音 (Casual),"ゲームは結果じゃなくて、過程を楽しむものですし。今日はこれで
お開きにしませんか？","The game hasn't reached a result, and we haven't even gotten to enjoy the process. Won't we end it here for today?",,
547,Mion (Casual),"あーーッ、何それ何それ！！　おじさんが電力を買い占めた途端に
お開きとか、ずーるーいーッ！！","Aaaah-, come on, come on!! Just as this ol' man charged up all this power, we decide to end it?",,
555,Nao (Casual),もう眠いわ。……シャワーも浴びたいし。,I'm already getting sleepy. ... I want to take a shower and stuff.,,
557,朱志香,じゃあ、今日はこれでお開き、ってことで！,"Welp, I guess that settles it.",,
560,,"　このまま行くと魅音さんの圧勝になりそうだったので、みんなさ
りげなくノーゲームにして解散の流れにする。","Since Mion-san would have destroyed all of us ingame had it continued past that point, we called it here and went on our ways.",,
561,,"　何しろ、２位以下に課せられる罰ゲームがあまりに苛烈だったか
ら……。
　雛見沢っ子でも、……アレは……ちょっと………。","Besides, having a punishment game enforced on everyone second place and below was too much... Even for a kid from Hinamizawa... {i}that{/i}... was a little...",,
566,,"　朱志香さんは屋敷に帰る。
　あたしたちは、ぞろぞろと２階へ上がっていく。",Jessica-san returned to the mansion. The rest of us went up to the second floor in a huddle.,,
570,詩音 (Casual),どうです？　少しは楽しめましたか？　部活式ゲーム。,What's the verdict? Did we enjoy ourselves a little with that club activity?,,
572,ヱリカ,やはり私には、ダイス等の運がかかわるゲームは苦手なようです。,"As expected, dice-throwing games relying on luck are not my thing.",,
574,ヱリカ,"我が主と違って。望む目が出るまで、永遠に振り直すようなこと
は、私には出来ませんので。","Unlike my master, eternally rolling over and over until you get the number desired is something I could never do.",,
580,Mion (Casual),菜央ちゃんも楽しめた？,"Did you have fun too, Nao-chan?",,
582,Nao (Casual),"……あれが楽しく感じる頃には、実弾入りロシアンルーレットも、
へらへら笑って出来る気がします。","...By the time it felt fun, I feel like we could have been laughing carelessly playing Russian roulette with live bullets.",,
584,Mion (Casual),"朱志香さんも言ってたでしょ？　リスクの狂気の中にこそハイリ
ターンが潜むって。","Jessica-san said it herself, didn't she? About how there's a huge prize hidden within the insanity of risk.",,
587,Mion (Casual),"ここの当主の金蔵さんは、おじさんの部活の狂気を、楽しんでくれ
るような気がするね。","I feel like the head of this place, Kinzo-san, would enjoy the madness of this ol' man's club activities.",,
591,詩音 (Casual),えっと、鍵は誰が持ってたんでしたっけ？,"Umm, who has the key?",,
593,Mion (Casual),おじさんが持ってるよー。今、開けるね～。,I have iiit~. Opening it now~.,,
599,ヱリカ,それでは皆さん。おやすみなさい。,"Okay, everyone. Good night.",,
601,Nao (Casual),おやすみなさい。ヱリカさん。,"Good night, Erika-san.",,
604,ヱリカ,そうそう。菜央ちゃま。,"Oh, yeah. Nao-chama.",,
606,Nao (Casual),その、菜央ちゃまっての、やめてくれませんか……。,"That 'Nao-chama', would you stop calling me that...?",,
609,ヱリカ,聞いてましたよ。……さっき、紗音さんと話していたでしょう？,I heard. ...I suppose you had spoken with Shannon-san earlier?,,
611,ヱリカ,"ベアトリーチェは、自分を信じない人に、悪戯をするのが大好きだ
とか……。","About how Beatrice loves playing pranks on people who don't believe, et cetera... ",,
613,ヱリカ,"黄金の魔女のことを、あれだけ堂々と、馬鹿馬鹿しいと言い放った
んですもの。","And how you denounced the Golden Witch outright, even with her having that level of magnificence.",,
615,ヱリカ,……何か、不気味な悪戯でも、されないといいですねぇ……？,...I do hope that she doesn't play some sort of creepy prank on you because of that...?,,
617,Nao (Casual),やっぱりヱリカさんは性悪ですね。……人のこと、子供扱いして。,"You really are poorly mannered, Erika-san... treating people like children.",,
619,Nao (Casual),あたし、あんな怪談話に、怯えたりなんかしませんから。,I'm not afraid of that ghost story or anything.,,
621,ヱリカ,グッド。,<Good>.,,
623,ヱリカ,その覚悟、がんばって持ち続けて下さいね？　くすくすくす……。,Please do keep that determination up for me. *giggle*giggle*giggle*...,,
627,,"　ヱリカさんは嫌味な笑いを最後まで向けながら、自分の部屋に消
える。",Erika-san directed a sarcastic laugh at me while disappearing into her room.,,
628,,"　魅音さんは、ようやくどのポケットにしまっていたか思い出し、
鍵を開けたところだった。","Mion-san, finally remembering which pocket she had left the key in, picked it out and opened the door.",,
630,Mion (Casual),シャワー、誰から使う？,Who's gonna shower after me?,,
631,詩音 (Casual),菜央さんからでいいんじゃないですか？,"Nao-san can go after, right?",,
